title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
La Unidad,tv,"""Action, Drama, Thriller""",2020,tt10230502,7.4,1937,"""AD, BE, CH, FR, GF, MC, PF"""
Légitime violence,movie,"""Action, Crime, Drama""",1982,tt0084281,5.4,261,"""BE, BF, CD, CH, CI, FR, GF, MC, MG, ML, NE, PF, SN"""
"Léon Morin, Priest",movie,"""Drama, Romance, War""",1961,tt0055082,7.5,5864,"""AT, DE"""
Labor Day,movie,"""Drama, Romance, Thriller""",2013,tt1967545,6.9,52694,"""IN"""
Ladies and Gentlemen: The Rolling Stones,movie,"""Documentary, Music""",1973,tt0070283,7.9,795,"""AR, AT, AU, BE, BO, BR, BZ, CA, CH, CL, CO, CR, DE, DO, EC, ES, FI, FR, GB, GG, GT, HN, IE, IT, JM, JP, LI, MC, MX, NI, NL, NZ, PA, PE, PH, PL, PY, SE, SV, TT, UY, VE, ZA"""
Ladies vs. Ricky Bahl,movie,"""Comedy, Crime, Drama""",2011,tt1954598,6,10835,"""AE, AG, AO, AR, AU, BB, BF, BH, BM, BO, BR, BS, BZ, CA, CD, CI, CL, CM, CO, CR, CU, DO, DZ, EC, EG, GB, GF, GG, GH, GI, GT, GY, HK, HN, ID, IL, IN, IQ, JM, JO, KE, KR, KW, LB, LC, LY, MA, MG, ML, MW, MX, MY, MZ, NE, NG, NI, NZ, OM, PA, PE, PF, PG, PH, PK, PS, PY, QA, SA, SG, SN, SV, TC, TD, TH, TN, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"""
Lady Macbeth,movie,"""Drama, Romance""",2016,tt4291600,6.8,28059,"""CA, ES, IT, JP, SM, VA"""
Lake Fear 3,movie,"""Comedy, Horror""",2018,tt7983348,2.5,278,"""AR, BO, BZ, CL, CO, CR, EC, GT, HN, NI, PA, PE, PY, SV, UY, VE"""
Lakiro,movie,"""Drama, Musical""",2023,tt15522950,5.5,640,"""GB, GG, IE, IN"""
Lalaloopsy Girls: Welcome to L.A.L.A. Prep School,movie,"""Animation""",2014,tt4076274,7.9,46,"""GB, GG, US"""
Lancaster,movie,"""Documentary""",2022,tt12384428,7.9,467,"""US"""
Land and Freedom,movie,"""Drama, War""",1995,tt0114671,7.5,12300,"""IT, SM, VA"""
Landkrimi: Drachenjungfrau,movie,"""Crime""",2016,tt6474968,6.1,247,"""AU, BF, CA, CD, CM, GB, GG, GY, IE, MG, ML, MW, NI, NZ, PG, SN"""
L'art du crime,tv,"""Crime, Drama, Mystery""",2017,tt6190050,7.2,1104,"""AT, CH, DE, LI"""
Las hijas de don Laureano,movie,"""Comedy, Drama, Music""",1974,tt0068700,4.8,7,"""AR, BO, BZ, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, UY, VE"""
Las hijas del Zorro,movie,"""Adventure, Drama, Western""",1964,tt0279863,7.2,12,"""AR, BO, BZ, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, UY, VE"""
Las toninas van al Este,movie,"""Comedy""",2016,tt5975068,6.5,70,"""AR, BO, BZ, CL, CO, CR, DO, EC, GT, HN, NI, PA, PE, PY, SV, UY, VE"""
LasseMajas detektivbyrå - Stella Nostra,movie,"""Family""",2015,tt4397382,5,210,"""IT, SM, VA"""
Last Exit Schinkenstrasse,tv,"""Comedy""",2023,tt28275868,6.2,447,"""AT, CH, DE, LI"""
Last Goodbye,movie,"""Adventure, Drama, Romance""",2004,tt0372375,5,263,"""AT, CH, DE, GB, GG"""
Last Holiday,movie,"""Comedy, Drama, Romance""",2006,tt0408985,6.6,36967,"""CU, US"""
Last Letter,movie,"""Romance""",2020,tt8809750,6.9,1348,"""JP"""
Last Light,tv,"""Drama, Sci-Fi, Thriller""",2022,tt9845070,5.4,2702,"""AD, AL, AT, BA, BE, BG, CA, CH, CZ, DE, ES, FR, GB, GG, GI, GR, HK, HR, HU, ID, IE, IL, IN, IT, JP, KR, LI, MC, MK, MT, MY, NZ, PF, PH, PK, PS, PT, RO, RS, SG, SI, SK, SM, TH, TR, TW, VA"""
Last Nomads of Everest,movie,"""Documentary, Short""",2017,tt7245444,7.6,7,"""IS"""
Last Ones Out,movie,"""Drama, Horror, Thriller""",2015,tt4619908,4.4,357,"""CM, GH, KE, MW, NG, UG, ZA"""
Last Resort,movie,"""Comedy""",1986,tt0091387,4.1,784,"""US"""
Last Ride,movie,"""Crime, Drama""",2009,tt1235142,6.6,2638,"""US"""
Last Rites,movie,"""Action, Horror, Sci-Fi""",2006,tt0436498,3.4,1008,"""IT, SM, VA"""
Last Sentinel,movie,"""Drama, Horror, Mystery""",2023,tt5153956,4.9,6895,"""AT, CA, DE, FR, GF, MC, PF, US"""
Later Days,movie,"""Comedy""",2021,tt8045592,4.5,216,"""AR, BO, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, UY, VE"""
Laughing Buddha,movie,"""Comedy""",2024,tt27706855,7.4,1214,"""CA, GB, GG, IE, IN, US"""
Laura's Wish List,movie,"""Drama, Family""",2005,tt0448228,4.6,76,"""AT, DE"""
Law of Perdition,tv,"""Crime, Drama, Thriller""",2017,tt5783646,5.4,72,"""JP"""
LBJ,movie,"""Biography, Drama, History""",2016,tt4778988,6.5,7914,"""AR, AT, AU, BO, BR, CL, CO, CR, DE, DO, EC, ES, GT, HN, JP, MX, NZ, PA, PE, PY, SV, UY, VE"""
Le banquet,movie,"""Crime, Drama""",2008,tt1081956,6.7,206,"""CA"""
Le coeur des hommes,movie,"""Comedy, Drama, Romance""",2003,tt0349225,6.5,1908,"""AD, FR, GF, MC, PF"""
Le grida del silenzio,movie,"""Comedy, Thriller""",2018,tt5562804,3.8,36,"""IT"""
Le journal d'un vieil homme,movie,"""Drama""",2015,tt4737582,6.4,95,"""CA"""
Le Marginal,movie,"""Action, Crime, Drama""",1983,tt0085900,6.4,3610,"""ES"""
Le petit Spirou,tv,"""Animation""",2013,tt3282438,6.2,14,"""BE, CA, CH, FR, GF, MC, PF"""
Le signorine dello 04,movie,"""Comedy, Drama, Romance""",1955,tt0048618,6.4,79,"""IT, SM, VA"""
Le temps des ouvriers,tv,"""Documentary, History, War""",2020,tt12223718,7.8,82,"""FR, GF, MC, PF"""
Le testament d'Alexander McQueen,movie,"""Documentary""",2015,tt5106290,7.8,58,"""AT, BE, BF, CD, CH, CI, DE, FR, GF, MC, MG, ML, NE, PF, SN"""
Lead with Your Heart,movie,"""Drama, Romance""",2015,tt4882698,5.7,548,"""GB, GG, IE"""
Leave 'em Laughing,movie,"""Drama""",1981,tt0082646,7,65,"""US"""
Leaves of Grass,movie,"""Comedy, Crime, Drama""",2009,tt1151359,6.4,28157,"""ES, IT, SM, US, VA"""
Leaving on the 15th Spring,movie,"""Drama""",2013,tt2368527,7.1,188,"""JP"""
Left Behind II: Tribulation Force,movie,"""Action, Drama, Fantasy""",2002,tt0283644,4.8,4569,"""AR, BM, BO, BZ, CL, CO, CR, DO, EC, GB, GG, GI, GT, HN, IE, LC, NI, PA, PE, PG, PY, SV, TC, US, UY, VE"""
Legacy of Lies,movie,"""Action, Thriller""",2020,tt6834916,5.1,4454,"""AU, GB, GG, IE, JP, NL, NZ"""
Legend of the Galactic Heroes Gaiden: Golden Wings,movie,"""Action, Animation, Drama""",1992,tt2661788,6.4,264,"""JP"""
Lego Friends: The Next Chapter: New Beginnings,movie,"""Family""",2023,tt26485614,7,51,"""JP, US"""
Lego Jurassic World: Legend of Isla Nublar,tv,"""Adventure, Animation, Comedy""",2018,tt10872880,6.8,436,"""AE, AO, AR, AU, BB, BE, BF, BG, BH, BO, BR, BS, BY, BZ, CA, CD, CI, CL, CM, CO, CR, CY, CZ, DK, DO, DZ, EC, EE, EG, ES, FI, FR, GB, GG, GH, GI, GR, GT, GY, HN, HU, ID, IE, IL, IQ, IS, IT, JM, JO, KE, KR, KW, LB, LT, LV, LY, MA, MG, ML, MX, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PG, PH, PL, PS, PT, PY, QA, RO, SA, SE, SG, SK, SV, TD, TH, TN, TR, TT, TW, TZ, UG, UY, VE, YE, ZA, ZM, ZW"""
LEGO Marvel Super Heroes - Guardians of the Galaxy: The Thanos Threat,movie,"""Action, Adventure, Animation""",2017,tt7387224,5.8,581,"""GB, GG, GI, IE"""
Lego Marvel Super Heroes: Avengers Reassembled,movie,"""Action, Adventure, Animation""",2015,tt5371572,6.1,1082,"""AE, AO, AR, AU, BB, BE, BF, BH, BO, BR, BS, BZ, CA, CD, CI, CL, CM, CO, CR, DK, DO, DZ, EC, EG, ES, FI, FR, GB, GG, GH, GI, GT, GY, HN, HU, ID, IE, IL, IQ, IS, IT, JM, JO, KE, KR, KW, LB, LY, MA, MG, ML, MW, MX, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PG, PH, PL, PS, PT, PY, QA, RO, SA, SE, SG, SV, TD, TH, TN, TT, TW, TZ, UG, UY, VE, YE, ZA, ZM, ZW"""
Leonie,movie,"""Biography, Drama""",2010,tt1426328,6.1,638,"""US"""
Leopard Seals: Lords of the Ice,movie,"""Documentary""",2002,tt4608468,6.9,10,"""BE, BF, CD, CH, CI, DK, FI, FR, GF, IS, MC, MG, ML, NE, NO, PF, SE, SN, US"""
Leprechaun 3,movie,"""Comedy, Fantasy, Horror""",1995,tt0113636,5,9695,"""AT, AU, DE, GB, GG, NZ, US, ZA"""
Les aventuriers de l'art moderne,tv,"""Animation, Biography, Documentary""",2015,tt3588552,8.6,99,"""AT, BE, BF, CD, CH, CI, DE, FR, GF, LI, MC, MG, ML, NE, PF, SN"""
Les jules: Chienne de vie...,tv,"""Animation, Comedy, Family""",1997,tt0813724,7.9,33,"""BF, CD, CH, CI, FR, GF, MC, MG, ML, NE, PF, SN"""
Les pouvoirs du cerveau,tv,"""Documentary""",2015,tt10029274,7.2,10,"""BE, BF, CD, CH, CI, FR, GF, MC, MG, ML, NE, PF, SN"""
Less Than Kind,tv,"""Comedy, Drama""",2008,tt1159996,7.6,1439,"""US"""
Lesson Plan,movie,"""Biography, Documentary, History""",2010,tt1740801,7.2,187,"""AU, CH, DK, FI, GB, GG, IE, IS, LI, NO, SE"""
Let Her Kill You,movie,"""Mystery, Thriller""",2023,tt18160646,3.3,274,"""CA, ES, JP"""
Let Me Have My Son,movie,"""Drama""",2023,tt9065630,7.3,109,"""BE, FR, GB, GG"""
Let Me Take You Down,movie,"""Documentary""",2020,tt13031090,6.5,33,"""AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GF, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"""
Let's Go Luna!,tv,"""Animation, Comedy, Family""",2018,tt7200884,7.7,220,"""US"""
Let's Not Meet,movie,"""Horror""",2018,tt7900528,3.6,2127,"""AG, BB, BM, BS, BZ, CM, GH, GI, GY, JM, KE, LC, MW, NG, PG, TC, TT, UG, US"""
Letters from Generation Rx,movie,"""Documentary""",2017,tt4453102,6.8,60,"""BZ"""
Letters to Juliet,movie,"""Adventure, Comedy, Drama""",2010,tt0892318,6.5,108595,"""AG, AR, BB, BM, BO, BR, BS, CA, CL, CO, CR, CU, DO, EC, FR, GF, GT, HN, IT, JM, LC, MX, PA, PE, PF, PY, SM, SV, TC, TT, UY, VA, VE"""
Level 16,movie,"""Drama, Mystery, Thriller""",2018,tt4006302,6.1,17017,"""AU, BE, BF, CA, CD, CH, CI, ES, FR, GB, GF, GG, IE, MC, MG, ML, NE, NZ, PF, US"""
Level Cross,movie,"""Drama""",2024,tt27328373,6.8,1891,"""IN"""
Levi,movie,"""Drama""",2019,tt10546096,6.8,9,"""AD, AL, AO, AU, BA, BF, BH, CA, CD, CI, CM, DZ, EG, GB, GF, GG, GH, GI, HK, ID, IE, IL, IQ, IS, JO, KE, KR, KW, LB, LI, LY, MA, MC, MD, MG, MK, ML, MW, MY, MZ, NE, NG, NZ, OM, PF, PG, PH, PK, PS, QA, RS, SG, SM, TD, TH, TN, TW, TZ, UG, US, VA, YE, ZA, ZM, ZW"""
Leviathan,movie,"""Adventure, Horror, Mystery""",1989,tt0097737,5.8,24761,"""US"""
Lezioni di cioccolato,movie,"""Comedy""",2007,tt1065305,6.1,968,"""IT, SM, VA"""
Liar's Poker,movie,"""Crime""",1999,tt0119529,3.7,124,"""GB, GG, IE"""
Lies We Tell,movie,"""Crime, Mystery, Thriller""",2023,tt10406410,6.4,583,"""GB, GG"""
Life After Beth,movie,"""Comedy, Fantasy, Horror""",2014,tt2581244,5.7,24480,"""GB, GG, GI, IE, IT, SM, VA"""
Life After People,movie,"""Documentary, Sci-Fi""",2008,tt1173907,7.3,3215,"""US"""
"Life Is Tough, Eh Providence?",movie,"""Comedy, Western""",1972,tt0069468,5.5,287,"""GB, GG, US"""
Life on the Line,movie,"""Action, Thriller""",2015,tt3727202,5.2,6438,"""AT, CA, CH, DE, FR, IT, LI, NL, SM, VA"""
Life to Afterlife: Death and Back,movie,"""Documentary""",2020,tt13173128,7.6,44,"""GB, GG, IE, US"""
Lifebreath,movie,"""Drama, Romance, Thriller""",1997,tt0102267,5.4,392,"""GB, GG"""
Lightning Bug,movie,"""Drama""",2004,tt0363768,6.4,1400,"""AT, AU, CH, DE, GB, GG"""
"Lights, Camera, Romance",movie,"""Comedy, Romance""",2021,tt12587536,5.6,373,"""AG, BB, BM, BR, BS, GB, GG, IE, JM, LC, MX, TC, TT, US"""
Like Mother Like Son: The Strange Story of Sante and Kenny Kimes,movie,"""Crime, Drama, Thriller""",2001,tt0285293,6.4,323,"""US"""
Like the Wind,movie,"""Biography, Crime, Drama""",2013,tt2418510,6.2,434,"""IT, SM, VA"""
Lilies of the Field,movie,"""Drama""",1963,tt0057251,7.5,14004,"""BR, HK, ID, MY, PH, SG, TH, TW"""
Lillo e Greg - The movie!,movie,"""Comedy""",2007,tt1123948,6.2,124,"""IT"""
Lily Darling,movie,"""Romance""",2023,tt15261550,6.5,22,"""GB, GG, IE"""
Lingui,movie,"""Drama""",2021,tt13846546,6.8,1333,"""AT, DE"""
Link Click,tv,"""Animation, Crime, Drama""",2021,tt14976292,8.5,4620,"""JP"""
Lion of Oz,movie,"""Animation, Family, Musical""",2000,tt0120733,5.6,390,"""NZ"""
Lioness: The Nicola Adams Story,movie,"""Biography, Documentary""",2021,tt13105806,7.4,57,"""GB, GG, GI, IE"""
Lipstick Jungle,tv,"""Comedy, Drama""",2008,tt0489606,6.6,7693,"""AT, DE, GB, GG, IE"""
Lisa and the Devil,movie,"""Horror, Mystery""",1973,tt0068863,6.2,5565,"""JP, SM, US, VA"""
Little Ghost,movie,"""Family, Fantasy""",1997,tt0119550,6,2070,"""DK, FI, IS, NO, SE, US"""
Little Stones,movie,"""Documentary""",2017,tt6099490,7.8,32,"""US"""
Little White Lies,movie,"""Thriller""",1998,tt0164728,5.4,153,"""AU, CA, NZ, US"""
Little Witches,movie,"""Horror, Thriller""",1996,tt0116897,4,1827,"""AR, BO, BZ, CL, CO, CR, DO, EC, GT, HN, NI, PA, PE, PY, SV, UY, VE"""
Live Animals,movie,"""Horror""",2008,tt1314363,3.4,801,"""GB, GG, IE"""
Live or Die in La Honda,movie,"""Crime""",2017,tt4768592,5.1,97,"""AG, BB, BM, BS, CM, JM, JP, LC, TT"""
Living in a Global Village,movie,"""Documentary""",2018,tt7271114,8.8,11,"""SM, VA"""
Living with Chucky,movie,"""Documentary""",2022,tt14821406,6.7,784,"""US"""
Living with the Dead: A Love Story,movie,"""Drama""",2015,tt3012776,6.6,120,"""AO, GB, GG, ID, IS, MD, MY, PT, RO, SI, SK"""
L'ivresse des profondeurs,movie,"""Documentary""",2020,tt13123142,7.3,14,"""BE, CH, FR, GF, MC, PF"""
Lloyd the Conqueror,movie,"""Comedy""",2011,tt1675439,5.8,389,"""GB, GG, US"""
"Lo blanco, lo rojo y lo negro",movie,"""Action, Crime, Drama""",1979,tt0082667,5.1,16,"""AR, BO, BZ, CL, CO, CR, DO, EC, GT, HN, NI, PA, PE, PY, SV, UY, VE"""
Lo que la vida me robó,tv,"""Drama, Romance""",2013,tt3223004,8,1253,"""BR"""
Loafer,movie,"""Romance, Thriller""",1973,tt0156745,6.6,221,"""CM, DK, FI, GH, GY, IN, IS, KE, MW, NG, NO, SE, UG, ZA"""
Lockdowners,movie,"""Drama""",2021,tt14503702,3.4,103,"""AU, CA, GB, GG, IE, NZ, US"""
Locked Up,movie,"""Crime, Drama, Thriller""",2017,tt6772246,3.8,1283,"""CH, DK, FI, GB, GG, IE, IS, LI, NO, SE"""
L'odyssée des monstres marins (Swimming with Legends),movie,"""Biography, Documentary""",2014,tt4027474,7.4,14,"""FR, GF, IE, NZ, PF, US"""
Logan Lucky,movie,"""Action, Comedy, Crime""",2017,tt5439796,7,167360,"""AD, AT, AU, DE, ES, NZ"""
Lokatorka,movie,"""Action, Drama""",2021,tt14315696,5.9,165,"""DK, FI, IS, IT, NO, SM, VA"""
LOL: Last One Laughing Brazil,tv,"""Comedy, Game-Show, Reality-TV""",2021,tt15573636,6.8,439,"""AD, AE, AG, AL, AO, AR, AT, AU, BA, BB, BE, BF, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CD, CH, CI, CL, CM, CO, CR, CU, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FR, GB, GF, GG, GH, GI, GR, GT, GY, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LV, LY, MA, MC, MD, MG, MK, ML, MT, MW, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PG, PH, PK, PS, PT, PY, QA, RO, RS, SA, SE, SG, SI, SK, SM, SN, SV, TC, TD, TH, TN, TR, TT, TW, TZ, UG, US, UY, VA, VE, YE, ZA, ZM, ZW"""
LoliRock,tv,"""Action, Adventure, Animation""",2014,tt4506998,7.5,674,"""AG, AU, BB, BE, BF, BM, BS, BZ, CA, CD, CH, CI, CM, ES, FR, GB, GF, GG, GH, GI, GY, IE, IN, IT, JM, KE, LC, MC, MG, ML, MW, NE, NG, NZ, PF, PG, PH, SM, SN, TC, TT, UG, US, VA, ZA"""
London Has Fallen,movie,"""Action, Thriller""",2016,tt3300542,5.9,172532,"""AT, CU, DE, DK, FI, JP, NL, NO, SE"""
London: A Tale of Two Cities,movie,"""Documentary""",2012,tt11771380,7,12,"""AU, NZ"""
Lone Wolf,movie,"""Drama, Sci-Fi, Thriller""",2021,tt10644372,3.3,217,"""US"""
Long Live Robin Hood,movie,"""Adventure, Drama""",1971,tt0065420,6.2,437,"""AT, DE, US"""
Long Nights Short Mornings,movie,"""Drama, Romance""",2016,tt2186712,5.4,1046,"""NZ"""
Loni Love: America's Sister,movie,"""Comedy""",2010,tt1705119,6.6,43,"""AG, AU, BB, BS, BZ, CA, CM, GB, GG, GH, GY, JM, KE, MW, NG, TT, UG, US, ZA"""
Look Into the Fire,movie,"""Thriller""",2022,tt7013708,4.4,95,"""GB, GG, IE, US"""
Look Who's Talking,movie,"""Comedy""",1989,tt0097778,5.9,87927,"""PT"""
Looking for Her,movie,"""Comedy, Drama, Romance""",2022,tt19853810,6.6,973,"""GB, GG, US"""
Looney Tunes: Back in Action,movie,"""Adventure, Animation, Comedy""",2003,tt0318155,5.8,41081,"""PT"""
Looper,movie,"""Action, Drama, Sci-Fi""",2012,tt1276104,7.4,610822,"""IN, PL"""
Lords of the Underworld,movie,"""Action, Drama""",2007,tt0496342,5.9,75,"""AT, DE, GB, GG"""
Los Bando,movie,"""Adventure, Comedy, Family""",2018,tt6696124,6.5,446,"""BE, BF, CD, CH, CI, FR, GF, JP, MC, MG, ML, NE, PF, SN"""
Los demonios del desierto,movie,"""Horror, Thriller""",1990,tt0415742,5.2,19,"""AR, BO, BZ, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, UY, VE"""
Los exitosos Pérez,tv,"""Comedy""",2009,tt1514956,6.9,40,"""BO, BZ, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, UY, VE"""
Los Serrano,tv,"""Comedy, Drama, Family""",2003,tt0362372,7.5,4144,"""ES"""
Los Zafiros: Music from the Edge of Time,movie,"""Documentary, Music""",2002,tt0380506,7.6,39,"""GB"""
Lost and Found,movie,"""Documentary""",2022,tt16433794,8.1,11,"""GB, GG, IE"""
Lost Christmas,movie,"""Drama, Family""",2011,tt1806954,7,1543,"""BR, IT, SM, VA"""
Lost for Words,movie,"""Drama""",1999,tt0174882,8,354,"""US"""
Lost Heart,movie,"""Comedy, Drama, Mystery""",2020,tt9640414,4.3,430,"""BZ, CM, GY, MW, PG"""
Lost in the Living,movie,"""Drama""",2015,tt4539726,6.8,48,"""AT, CH, DE, GB, GG, IE, LI"""
Lost in the Wild,movie,"""Adventure, Western""",1976,tt0076330,5.9,68,"""AU, DK, FI, IS, NO, SE"""
Lost Seamen,movie,"""Adventure, Drama""",2003,tt0281994,5.3,233,"""AT, DE"""
Lost Treasure of Jesse James,movie,"""Action, Adventure, Comedy""",2020,tt8042080,3.4,301,"""GB, GG"""
Louie,tv,"""Animation""",2006,tt2080835,7.2,112,"""BE, BF, BO, BZ, CA, CD, CH, CI, CR, DO, FI, FR, GF, GT, HN, MC, MG, ML, NE, NI, PA, PF, PL, PY, SN, SV, UY"""
Love & Debt,movie,"""Comedy, Drama""",2019,tt3221910,5.3,302,"""CA, US"""
Love & Drugs,movie,"""Drama""",2018,tt7816974,6.9,47,"""US"""
Love Addicts,tv,"""Adventure, Comedy, Drama""",2022,tt14962384,5.6,156,"""AD, AE, AG, AL, AO, AR, AT, AU, BA, BB, BE, BF, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CD, CH, CI, CL, CM, CO, CR, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FR, GB, GF, GG, GH, GI, GR, GT, GY, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LV, LY, MA, MC, MD, MG, MK, ML, MT, MW, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PG, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SE, SG, SI, SK, SM, SV, TC, TD, TH, TN, TR, TT, TW, TZ, UG, US, UY, VA, VE, YE, ZA, ZM, ZW"""
Love and Four Walls,movie,"""Drama""",2018,tt9083724,2.7,36,"""IS"""
Love and Hostages,movie,"""Comedy, Drama, Romance""",2016,tt3731564,6.1,254,"""AG, AU, BB, BS, BZ, CA, CM, GB, GG, GH, GY, IS, JM, KE, MW, NG, NZ, TT, UG, US, ZA"""
Love at First Dance,movie,"""Drama, Romance""",2018,tt8430044,6.5,1831,"""BE, BF, CA, CD, CH, CI, ES, FR, GF, IT, MC, MG, ML, NE, PF, SM, SN, VA"""
Love by Accident,movie,"""Romance""",2020,tt11060626,5.9,253,"""BF, CD, CI, FR, GF, MC, MG, ML, NE, PF, SN"""
Love by Design,movie,"""Comedy, Romance""",2023,tt18344978,5.5,184,"""GB, GG, IE, US"""
Love in Four Dimensions,movie,"""Comedy""",1964,tt0056827,5.5,55,"""SM, VA"""
Love in Singapore,movie,"""Drama, Musical, Romance""",1978,tt0187422,5.7,163,"""IN"""
Love is Blind,movie,"""Comedy, Drama, Romance""",2019,tt10645298,6.1,178,"""BR, CA, US"""
Love Is Light,movie,"""Romance""",2022,tt27811244,6.7,66,"""JP"""
Love Is the Drug,movie,"""Drama""",2006,tt0266732,5.5,820,"""AU, NZ, US"""
Love Me If You Dare,tv,"""Crime, Romance, Thriller""",2015,tt5079866,7.3,777,"""AU, DK, FI, IS, NO, SE, US"""
Love Me Tomorrow,movie,"""Comedy, Drama, Romance""",2005,tt0472767,6.2,1656,"""SM, VA"""
Love Me!,movie,"""Comedy, Drama""",2014,tt3590648,5.6,695,"""AT, CH, DE, LI"""
Love on the Sidelines,movie,"""Adventure, Comedy, Drama""",2015,tt5302658,6.7,3908,"""AR, BO, BZ, CL, CO, CR, DO, EC, GB, GG, GT, HN, IE, MX, NI, PA, PE, PY, SV, UY, VE"""
Love the One You Love,movie,"""Comedy, Drama, Mystery""",2014,tt3296962,8.1,61,"""AU, CA, US"""
Love You Like Christmas,movie,"""Drama, Romance""",2016,tt6131148,6.4,2235,"""ES"""
Love You Right: An R&B Musical,movie,"""Drama, Musical, Romance""",2021,tt12145636,7.1,88,"""CA, GB, GG, IE, US"""
"Love, Again",movie,"""Comedy, Romance""",2018,tt8562738,5.4,170,"""JP"""
"Love, Antosha",movie,"""Biography, Documentary, Music""",2019,tt9351746,8.1,1770,"""AR, BE, BF, BO, CD, CH, CI, CL, CO, CR, DO, EC, GF, GT, HN, LI, MC, MG, ML, NE, NI, PA, PE, PF, PY, SN, SV, UY, VE"""
"Love, Boyden",movie,"""Drama""",2018,tt8147428,6.1,18,"""IE"""
"Love, Lies, Passions",tv,"""Comedy, Drama""",2002,tt0305058,5.7,51,"""AT, DE"""
Lovers,movie,"""Drama, Thriller""",2020,tt9800670,5.5,1126,"""ES"""
Love's Unending Legacy,movie,"""Drama, Family, Romance""",2007,tt0929864,6.9,1776,"""BZ, NI"""
Luck of Roaring Camp,movie,"""Drama, Western""",1937,tt0029174,6,74,"""GB, GG, IE, US"""
Lucky,movie,"""Drama, Fantasy, Horror""",2020,tt11701774,4.9,2901,"""ES, FR, GF, IN, PF"""
Lucky Break,movie,"""Comedy, Crime, Romance""",2001,tt0246134,6.2,2302,"""ES"""
Lucky Luke,tv,"""Comedy, Western""",1992,tt0346328,6.2,678,"""LI"""
Lucky Man,movie,"""Action, Comedy, Fantasy""",1995,tt0254534,6.1,137,"""AU, CA"""
Lucky Star,tv,"""Animation, Comedy""",2007,tt1086236,7.4,2566,"""AT, CH, DE"""
Lucy en el infierno,movie,"""Comedy, Thriller""",2017,tt7997118,3.6,14,"""AR, BO, BZ, CL, CO, CR, DO, EC, ES, GT, HN, NI, PA, PE, PY, SV, UY, VE"""
Luftkreuz Südost,tv,"""Crime""",1966,tt1734801,7.2,13,"""AT, CH, DE, LI"""
Luke Kidgell: The Whitest Boy That Ever Lived,movie,"""Comedy""",2019,tt11914270,7.1,19,"""AU, IE"""
L'ultime Rivage,movie,"""Crime, Drama""",2023,tt32851720,6.8,7,"""FR"""
L'Ultimo Giorno del Toro,movie,"""Comedy""",2018,tt10851944,6.7,70,"""IT, SM, VA"""
Luxe Listings Sydney,tv,"""Reality-TV""",2021,tt14344354,6.1,716,"""AD, AE, AG, AL, AO, AR, AT, AU, BA, BB, BE, BF, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CD, CH, CI, CL, CM, CO, CR, CU, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FR, GB, GF, GG, GH, GI, GR, GT, GY, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LV, LY, MA, MC, MD, MG, MK, ML, MT, MW, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PG, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SE, SG, SI, SK, SM, SN, SV, TC, TD, TH, TN, TR, TT, TW, TZ, UG, US, UY, VA, VE, YE, ZA, ZM, ZW"""
Lynch,movie,"""Documentary""",2007,tt1032207,6.7,937,"""AT, DE"""
M - A City Hunts a Murderer,tv,"""Crime, Thriller""",2019,tt7028444,5.7,565,"""CH"""
Mónica Chef,tv,"""Musical""",2015,tt6873628,6.1,21,"""IT"""
Maalai Nera Malipoo,movie,"""Drama""",2022,tt24325382,7.9,71,"""GB, GG, IE"""
