title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
Macaco Tião - O Candidato do Povo,movie,"""Documentary""",2017,tt7754722,6.3,11,"""BR"""
Macbeth,movie,"""Crime, Drama, Fantasy""",2006,tt0434541,4.6,2289,"""BF, CD, MG, ML, SN"""
Machiavelli,movie,"""Documentary""",2015,tt10851498,6.3,6,"""IT, SM, VA"""
Machine Gun Preacher: Documentary,movie,"""Documentary""",2014,tt3576928,7.5,112,"""BM, BZ, LC, TC, US"""
MacShayne: Winner Takes All,movie,"""Drama""",1994,tt0110422,5.8,126,"""US"""
Mad Max 2: The Road Warrior,movie,"""Action, Adventure, Sci-Fi""",1981,tt0082694,7.6,204340,"""IE, IN, JP"""
Mad Mission Part 2: Aces Go Places,movie,"""Action, Adventure, Comedy""",1983,tt0086646,6.6,1365,"""AT, CH, DE"""
Madagascar,movie,"""Adventure, Animation, Comedy""",2005,tt0351283,6.9,447566,"""AD, AE, AG, AL, AO, AR, AT, BA, BB, BE, BF, BG, BH, BM, BO, BR, BS, BZ, CA, CD, CH, CI, CL, CM, CO, CR, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FR, GF, GH, GT, GY, HK, HN, HR, HU, ID, IL, IN, IQ, IS, IT, JM, JO, KE, KR, KW, LB, LC, LT, LV, LY, MA, MC, MD, MG, MK, ML, MW, MX, MY, MZ, NE, NG, NI, NO, NZ, OM, PA, PE, PF, PG, PH, PL, PS, PT, PY, QA, RO, RS, SA, SE, SG, SI, SK, SN, SV, TC, TD, TH, TN, TR, TT, TW, TZ, UG, UY, VE, YE, ZA, ZM, ZW"""
Madame,movie,"""Comedy, Drama, Romance""",1961,tt0056208,6,468,"""ES"""
Made for Love,tv,"""Comedy, Drama, Sci-Fi""",2021,tt7808566,6.9,12869,"""CA"""
Madgaon Express,movie,"""Comedy, Drama""",2024,tt26745657,7,39126,"""AD, AE, AG, AL, AU, BA, BB, BH, BM, BO, BS, CA, CI, CR, DO, DZ, EC, EG, GB, GF, GG, GH, GI, GT, HK, HN, ID, IL, IN, IQ, IS, JM, JO, KE, KR, KW, LB, LC, LI, LY, MA, MC, MD, MK, MY, MZ, NE, NG, NZ, OM, PA, PF, PH, PK, PS, PY, QA, RS, SA, SG, SM, SV, TC, TH, TN, TT, TW, UG, US, UY, VA, VE, YE, ZA, ZM"""
Madison and the Happiness Jar,movie,"""Drama, Romance""",2021,tt13545494,5.6,174,"""GB, GG"""
Madman,movie,"""Horror, Thriller""",1981,tt0082696,5.1,7097,"""AU, BM, DK, FI, GH, IS, KE, LC, NG, NO, NZ, SE, TC, UG, ZA"""
Madtown,movie,"""Drama, Thriller""",2016,tt3663564,6.2,1017,"""BE, BF, CA, CD, CH, CI, FR, GF, MC, MG, ML, NE, PF, SN"""
Maelstrom,movie,"""Drama""",2000,tt0220627,6.7,7509,"""AU, BE, CA, CH, FR, GB, GG, IE, MC, NG, NZ, ZA"""
Magali,movie,"""Drama, Thriller""",2019,tt8484182,6.5,90,"""AG, AR, AU, BB, BE, BF, BM, BO, BS, BZ, CD, CH, CI, CL, CM, CO, CR, DO, EC, FR, GF, GH, GI, GT, GY, HN, JM, KE, LC, MC, MG, ML, MW, MX, NE, NG, NI, NZ, PA, PE, PF, PG, PY, SN, SV, TC, TT, UG, UY, VE, ZA"""
Maggie Moore(s),movie,"""Comedy, Crime, Mystery""",2023,tt14181816,6.2,8488,"""CH, FR, GF, MC, PF"""
Maggots,movie,"""Sci-Fi""",2017,tt7717204,2.8,83,"""ES"""
Magic Numbers: Hannah Fry's Mysterious World of Maths,tv,"""Documentary""",2018,tt9108770,7.8,153,"""NZ, ZA"""
Magical Destroyers,tv,"""Action, Adventure, Animation""",2023,tt14648592,5.4,182,"""JP"""
Magical Girl Site,tv,"""Action, Animation, Drama""",2018,tt8250240,5.9,598,"""CU, SN"""
Magnificent Wanderers,movie,"""Action, Adventure, Comedy""",1977,tt0076354,5.4,145,"""IS, NZ, ZA"""
Magoado,movie,"""Drama""",2021,tt14328782,6.6,13,"""US"""
Mags and Julie Go on a Road Trip.,movie,"""Comedy""",2020,tt10479726,4,175,"""US"""
Mahô shônen: Wairudo bâjin,movie,"""Comedy, Fantasy, Romance""",2019,tt15490054,5.2,9,"""GB, GG"""
Mahaanta: The Film,movie,"""Action, Crime, Drama""",1997,tt0251194,4.1,217,"""AG, BB, BM, BS, BZ, CM, GH, GI, GY, IN, JM, KE, LC, MW, NG, NZ, PG, PH, TC, TT, UG, ZA"""
Mahalia Jackson: The Power and the Glory,movie,"""Documentary""",1997,tt0140347,8.1,39,"""US"""
Maidens of the Sea,movie,"""Fantasy, Mystery, Romance""",2015,tt3484006,5.2,117,"""US"""
Maikol Yordan 2: La cura lejana,movie,"""Comedy""",2018,tt9177746,4.3,147,"""AR, BO, BZ, CL, CO, CR, DO, EC, GT, HN, NI, PA, PE, PY, SV, US, UY, VE"""
Main Prem Ki Diwani Hoon,movie,"""Comedy, Drama, Musical""",2003,tt0265148,3.8,5220,"""AG, AU, BB, BM, BS, BZ, CM, GH, GI, GY, IN, JM, KE, LC, MW, NG, NZ, PG, PH, TC, TT, UG, ZA"""
"Make the Sign of the Cross, Stranger!",movie,"""Action, Western""",1968,tt0062311,4.8,124,"""AG, BB, BM, BS, BZ, CM, GH, GI, GY, JM, KE, LC, MW, NG, PG, PH, SM, TC, TT, UG, VA, ZA"""
Make the Yuletide Gay,movie,"""Comedy, Romance""",2009,tt1305714,6.5,3825,"""BE, BF, CD, CH, CI, FR, GF, MC, MG, ML, PF, SN"""
Make Up,movie,"""Drama, Mystery, Thriller""",2019,tt8362736,5.9,2026,"""US"""
Making a Killing,movie,"""Crime, Drama, Mystery""",2018,tt6116568,5.1,361,"""GB, GG, IE, JP, US"""
Making the Cut,tv,"""Game-Show""",2020,tt8962394,6.7,2501,"""AD, AE, AG, AL, AO, AR, AT, AU, BA, BB, BE, BF, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CD, CH, CI, CL, CM, CO, CR, CU, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FR, GB, GF, GG, GH, GI, GR, GT, GY, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LV, LY, MA, MC, MD, MG, MK, ML, MT, MW, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PG, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SE, SG, SI, SK, SM, SN, SV, TC, TD, TH, TN, TR, TT, TW, TZ, UG, US, UY, VA, VE, YE, ZA, ZM, ZW"""
Making Waves: The Art of Cinematic Sound,movie,"""Documentary, History""",2019,tt3856408,7.6,2310,"""US"""
"Makkers, staakt uw wild geraas",movie,"""Comedy, Drama""",1960,tt0054051,6.5,168,"""BF, CD, CH, CI, GF, MC, MG, ML, NE, NL, PF, SN"""
Mako: The Jaws of Death,movie,"""Action, Drama, Fantasy""",1976,tt0074845,4.2,1105,"""GB, GG, IE"""
Makura no Danshi,tv,"""Animation, Short""",2015,tt8422138,3.8,58,"""JP"""
Mallory Must Not Die!,movie,"""Action, Romance, Western""",1971,tt0179329,3.6,134,"""AT, CH, DE"""
Malpractice,movie,"""Drama""",2001,tt0290745,4.6,324,"""AT, DE, GH, IE, KE, NG, US, ZA"""
Malum,movie,"""Drama, Horror, Thriller""",2023,tt9472334,5.1,5989,"""ES"""
Malvinas: La Retirada,movie,"""Documentary""",2007,tt2361331,5.4,13,"""AR, BO, BZ, CL, CO, CR, DO, EC, GT, HN, NI, PA, PE, PY, SV, UY, VE"""
Mamma Mia!,movie,"""Comedy, Musical, Romance""",2008,tt0795421,6.5,283292,"""AD, AG, AL, AO, AR, AT, AU, BA, BB, BE, BF, BG, BM, BO, BR, BS, CA, CD, CH, CI, CL, CM, CO, CR, CY, CZ, DE, DK, DO, EC, ES, FI, FR, GB, GF, GG, GH, GR, GT, HN, HR, IE, IS, JM, KE, LC, MC, MG, MK, ML, MT, MW, MX, MZ, NE, NG, NO, PA, PE, PF, PG, PT, PY, RO, RS, SE, SI, SK, SN, SV, TC, TD, TR, TT, TZ, UG, UY, VE, ZA, ZM, ZW"""
Man and a Junior,movie,"""Comedy""",2019,tt8288384,6,520,"""DK, FI, NO, SE"""
Man from Canyon City,movie,"""Western""",1965,tt0060874,5.3,69,"""US"""
Man from Nowhere,movie,"""Drama, Western""",1966,tt0060124,6.1,749,"""US"""
Man from Reno,movie,"""Crime, Drama, Mystery""",2014,tt2287170,6.6,2232,"""GB, GG, IE, US"""
Man from Shaolin,movie,"""Action, Drama""",2012,tt1310653,4.3,145,"""US"""
Man Running,movie,"""Drama""",2018,tt8492672,6.4,14,"""US"""
Man Trouble,movie,"""Comedy, Romance""",1992,tt0104804,4.7,3564,"""NG, ZA"""
"Man, Woman, Dog",tv,"""Reality-TV""",2021,tt17793826,7.3,30,"""NI"""
Mandibles,movie,"""Comedy, Fantasy""",2020,tt10375106,6.6,6684,"""AT, CH, DE, ES, GB, GG"""
Manhattan Undying,movie,"""Drama, Mystery, Romance""",2016,tt2330973,4.8,646,"""BE, BF, BZ, CD, CH, CI, FR, GF, MC, MG, ML, NE, NI, PF, SN, US"""
Maniac,movie,"""Crime, Horror, Thriller""",2012,tt2103217,6.1,41152,"""AU"""
Maniac Cop,movie,"""Action, Crime, Horror""",1988,tt0095583,6,21196,"""AU, GB, GG, US"""
Maniac Cop 2,movie,"""Action, Crime, Horror""",1990,tt0100107,5.9,9018,"""AU, BE, BF, CD, CH, CI, GF, MC, MG, ML, NE, NZ, PF, SN, US"""
Maniac Farmer,movie,"""Comedy, Horror, Thriller""",2018,tt7549644,3.3,127,"""NO"""
Manny Dearest,movie,"""Thriller""",2017,tt5612874,5.3,473,"""BE, ES, FR, US"""
Manon of the Spring,movie,"""Drama""",1986,tt0091480,8,24391,"""AT, DE"""
Manos Returns,movie,"""Comedy, Horror""",2018,tt5056154,3,242,"""BZ, CM, GY, MW, NI, PG"""
Man's World,tv,"""Comedy""",2015,tt5067172,7.2,2196,"""AE, AG, AO, AR, AU, BB, BE, BF, BH, BM, BO, BR, BS, BZ, CA, CD, CI, CL, CM, CO, CR, CU, CY, DK, DO, DZ, EC, EG, GB, GF, GG, GH, GI, GT, GY, HK, HN, ID, IE, IL, IN, IQ, IS, JM, JO, KE, KR, KW, LB, LC, LY, MA, MC, MG, MK, ML, MW, MX, MY, MZ, NE, NG, NI, NO, NZ, OM, PA, PE, PF, PG, PH, PK, PS, PT, PY, QA, SA, SE, SG, SN, SV, TC, TD, TH, TN, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"""
Manta - Der Film,movie,"""Comedy, Romance""",1991,tt0102396,4.6,1273,"""AT, CH, DE"""
Mantra,movie,"""Drama, Family""",2017,tt5046500,5.4,227,"""DK, FI, IN, IS, NO, SE"""
Mapplethorpe,movie,"""Biography, Drama""",2018,tt1389098,6.2,1949,"""AU, FR, GF, GH, GY, MC, PF, US"""
Maps and Mistletoe,movie,"""Romance""",2021,tt15197106,5.6,461,"""AD, ES, PT"""
March for Freedom,movie,"""Documentary""",2019,tt11667452,7.2,1641,"""AO, MZ"""
March of the Penguins 2: The Next Step,movie,"""Adventure, Comedy, Documentary""",2017,tt5852632,6.6,874,"""JP"""
Marco Polo: The China Mystery Revealed,movie,"""Drama, History""",2004,tt2304793,7.1,211,"""GB, GG, IE, US"""
Mard,movie,"""Action, Comedy, Drama""",1985,tt0089552,6.2,2160,"""IN"""
Mardi Gras Man,movie,"""Drama""",2022,tt18297148,9.4,9,"""GB, GG, IE"""
Margarita 2,movie,"""Comedy, Family""",2018,tt8357502,5.5,23,"""AG, AR, BB, BM, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"""
Margot at the Wedding,movie,"""Comedy, Drama""",2007,tt0757361,6,22939,"""US"""
Maria Bamford: Local Act,movie,"""Comedy""",2023,tt27790786,6.7,113,"""GB, GG, IE, US"""
Marianne & Juliane,movie,"""Drama""",1981,tt0082081,7.3,2737,"""AT, DE"""
Marianne & Leonard: Words of Love,movie,"""Biography, Documentary, Music""",2019,tt9358196,7,2245,"""CA"""
Marie Octobre,movie,"""Drama""",2008,tt1295003,5.7,117,"""AR, AT, AU, BO, BR, CA, CL, CO, CR, DE, DO, EC, GB, GG, GT, HN, IE, JP, MX, NZ, PA, PE, PT, PY, SV, US, UY, VE"""
"Marinai, donne e guai",movie,"""Comedy""",1959,tt0051909,5.6,41,"""IT, SM, VA"""
Marines,movie,"""Action, War""",2003,tt0369705,3.6,413,"""US"""
Mark Felt: The Man Who Brought Down the White House,movie,"""Biography, Drama, History""",2017,tt5175450,6.4,15046,"""IN"""
"Mark, Mary & Some Other People",movie,"""Comedy""",2021,tt11832624,5.6,444,"""CA, IE"""
Marley,movie,"""Biography, Documentary, Music""",2012,tt1183919,7.9,14662,"""AG, AT, BB, BM, BS, DE, JM, LC, TC, TT, US"""
Married to the Mob,movie,"""Comedy, Crime, Romance""",1988,tt0095593,6.2,20218,"""AD, AG, AR, BB, BM, BO, BS, CL, CO, CR, DK, DO, EC, ES, FI, GF, GT, HK, HN, ID, JM, LC, MX, MY, NO, PA, PE, PH, PY, SE, SG, SV, TC, TH, TT, TW, UY, VE"""
Marry Me This Christmas,movie,"""Comedy, Romance""",2020,tt13298482,6.5,94,"""AU, NZ"""
Marsupilami,tv,"""Adventure, Animation, Comedy""",2000,tt5687910,6.6,190,"""AU, BF, BZ, CA, CD, CM, GB, GG, GY, IE, MG, ML, MW, NZ, ZA"""
Martin Clunes: Islands of Britain,tv,"""Documentary""",2009,tt1514086,8.3,90,"""US"""
Martin Margiela: In His Own Words,movie,"""Biography, Documentary""",2019,tt11284244,7.3,454,"""JP"""
Mary Makes It Easy,tv,"""Reality-TV""",2021,tt18070452,7.1,81,"""US"""
Mary's Land,movie,"""Documentary, Mystery""",2013,tt3346766,6.6,431,"""AR, BE, BO, BR, CH, CL, CO, CR, DO, EC, FR, GT, HN, MX, PA, PE, PY, SV, UY, VE"""
Masaan,movie,"""Drama""",2015,tt4635372,8.1,32239,"""IN, IT, SM, VA"""
Masquerade,movie,"""Drama, Romance, Thriller""",1988,tt0095599,6.1,4671,"""AE, AL, AT, BA, BE, BH, CH, CI, DE, DZ, EE, EG, FR, GH, HR, HU, IQ, JO, KE, KW, LB, LI, LT, LV, LY, MA, MC, MD, MK, MZ, NE, NG, NL, OM, PF, PL, PS, PT, QA, RS, SA, SI, SK, TN, UG, YE, ZA, ZM"""
Massa Fresca,tv,"""Adventure, Comedy, Drama""",2016,tt5567404,7.1,105,"""PT"""
Mastana,movie,"""Comedy, Drama, Family""",1970,tt0317902,7.2,83,"""GB, GG, IE, IN"""
Master and Commander: The Far Side of the World,movie,"""Action, Adventure, Drama""",2003,tt0311113,7.5,242394,"""AD, BZ, CH, FR, GF, GY, MC, NI, NL, PF"""
MasterChef Celebrity Argentina,tv,"""Game-Show, Reality-TV""",2020,tt13398890,6.9,28,"""BZ, GY, NI"""
Masters of Sex,tv,"""Drama, Romance""",2013,tt2137109,7.9,38957,"""AO, AU, BF, CD, CM, MG, ML, MW, TD, TZ, ZW"""
Mata Hari,tv,"""Drama, History""",2016,tt4110246,6,550,"""BO, GB, GG, US"""
Matchless Mulan,movie,"""Action, History, War""",2020,tt12845320,5.6,278,"""JP"""
Matt Braunger: Big Dumb Animal,movie,"""Comedy, Documentary""",2015,tt3960808,7.4,293,"""AG, AU, BB, BS, BZ, CA, CM, GH, GY, IS, JM, KE, MW, NG, TT, UG, US, ZA"""
Matt Braunger: Finally Live in Portland,movie,"""Comedy""",2019,tt10573372,7.4,46,"""AG, AU, BB, BS, BZ, CA, CM, GH, GY, IS, JM, KE, MW, NG, TT, UG, US, ZA"""
Mavka: The Forest Song,movie,"""Adventure, Animation, Comedy""",2023,tt6685538,6.6,6279,"""AD, AT, CH, DE, ES, IT, NZ, SM, VA"""
Max Richter's Sleep,movie,"""Documentary, Music""",2019,tt10400418,7.2,656,"""JP"""
Max Steel: The Wrath of Makino,movie,"""Short""",2015,tt5575204,7.2,26,"""AR, BO, BR, CL, CO, CR, DO, EC, GB, GG, GT, HN, MX, PA, PE, PY, SV, US, UY, VE"""
Max Steel: Turbo Charged,movie,"""Action, Adventure, Animation""",2017,tt14070058,7.2,10,"""AR, AU, BO, BR, BZ, CA, CL, CO, CR, DO, EC, GB, GG, GT, HN, MX, NI, PA, PE, PY, SV, US, UY, VE"""
Max Topas - Das Buch der Kristallkinder,movie,"""Fantasy""",2018,tt6244826,6.5,48,"""AT, DE"""
May the Best Wedding Win,movie,"""Comedy, Romance""",2023,tt22074482,5,132,"""US"""
Maybe Shower,movie,"""Comedy, Drama, Romance""",2018,tt7206942,5.3,57,"""ZA"""
Mayberry Man,movie,"""Comedy""",2021,tt11700754,5.5,655,"""US"""
Mayday,tv,"""Drama, Fantasy, Mystery""",2013,tt2401919,6.6,1700,"""CA, ES, GB, GG, US"""
Mayerling,movie,"""Drama, Romance""",1936,tt0027951,7,977,"""JP"""
Mayflower II,movie,"""Sci-Fi""",2020,tt3985982,3.6,48,"""US"""
Maz Jobrani: Pandemic Warrior,movie,"""Comedy""",2021,tt14468340,6.5,18,"""AG, BB, BM, BS, BZ, CM, GB, GG, GH, GI, GY, JM, KE, LC, MW, NG, PG, TC, TT, UG, US"""
Maze,movie,"""Music, Short""",2016,tt5752752,6.1,26,"""BE, BF, CD, CH, CI, ES, FR, GF, IN, MC, MG, ML, NE, PF, SN"""
Mazes and Monsters,movie,"""Adventure, Drama, Fantasy""",1982,tt0084314,4.2,4420,"""AU, BE, BF, CD, CH, CI, ES, GB, GF, GG, LI, MC, MG, ML, NE, NZ, PF, SN, ZA"""
Me and the Mob,movie,"""Comedy""",1994,tt0105815,3.9,654,"""AT, DE"""
Me Shivaji Park,movie,"""Crime""",2018,tt9024664,6.9,182,"""BZ, CM, FJ, GY, MW, PG"""
Mean Dreams,movie,"""Drama, Thriller""",2016,tt5160928,6.3,5125,"""CH, LI"""
Meat Loaf: Bat Out of Hell,movie,"""Documentary, Music""",1999,tt0235298,7.7,321,"""CA, US"""
Meatballs,movie,"""Comedy""",1979,tt0079540,6.2,24516,"""CA, US"""
Mechanical Bulls,movie,"""Comedy, Drama""",2023,tt20867572,9.3,13,"""GB, GG, IE"""
Mediterranean: Life Under Siege,tv,"""Documentary""",2022,tt12621930,8.8,44,"""US"""
Mee Shivajiraje Bhosale Boltoy,movie,"""Drama""",2009,tt2321421,8,2530,"""IN"""
MeesterSpion,movie,"""Adventure, Comedy, Family""",2016,tt5528996,6.2,230,"""AR, BE, BF, BO, BR, BZ, CD, CH, CI, CL, CO, CR, DO, EC, FR, GF, GT, HN, IT, MC, MG, ML, MX, NE, NI, PA, PE, PF, PY, SM, SN, SV, UY, VA, VE"""
Meet Marry Murder,tv,"""Crime""",2020,tt19785494,6.4,170,"""GB, GG, IE, US"""
Meet Monica Velour,movie,"""Comedy, Drama, Romance""",2010,tt1291549,5.8,2577,"""GB, GG"""
Meet the Family,tv,"""Comedy""",2013,tt2986256,7.9,274,"""AU, CA, GB, GG, NZ"""
Meet You in Scotland,movie,"""Comedy, Romance""",2023,tt22746612,5.4,290,"""AU, NZ"""
Mega Snake,movie,"""Action, Adventure, Comedy""",2007,tt0914813,3.5,1422,"""US"""
Megalodon,movie,"""Action, Adventure, Horror""",2018,tt8235660,2.8,2647,"""DK, FI, IS, NO, SE, SN"""
Megalodon: The Frenzy,movie,"""Action, Adventure, Horror""",2023,tt27572862,2.3,579,"""DK, FI, NO, SE, US"""
Megazone 23,movie,"""Action, Adventure, Animation""",1985,tt0160521,6.6,782,"""US"""
Mehbooba,movie,"""Action, Drama, Romance""",2018,tt7458714,4.6,361,"""AG, AU, BB, BM, BS, BZ, CA, CM, DK, FI, GB, GG, GH, GI, GY, IE, IN, IS, JM, KE, LC, MW, NG, NO, PG, SE, TC, TT, UG, ZA"""
Meltdown,movie,"""Action, Drama, Thriller""",2004,tt0401224,5.3,498,"""US"""
Memoirs of a Geisha,movie,"""Drama, Romance""",2005,tt0397535,7.3,163874,"""NL"""
Memories,movie,"""Animation, Sci-Fi, Thriller""",1995,tt0113799,7.5,22255,"""US"""
Memories of a Penitent Heart,movie,"""Documentary, Family""",2016,tt5092708,7.4,97,"""BZ"""
Memories of My Father,movie,"""Drama, History""",2020,tt11385336,7.2,2709,"""FR, GF, PF"""
Memories of Tomorrow,movie,"""Drama""",2006,tt0494640,7.5,935,"""JP"""
Memory,movie,"""Action, Crime, Thriller""",2022,tt11827628,5.7,37663,"""AD, AG, AO, AR, AU, BB, BE, BF, BM, BO, BS, BZ, CD, CL, CM, CO, CR, DO, EC, ES, FR, GB, GF, GG, GI, GT, GY, HN, IE, JM, JP, LC, MC, MG, ML, MT, MW, MX, NI, NL, NZ, PA, PE, PF, PG, PT, PY, SV, TC, TT, TZ, US, UY, VE, ZW"""
Memphis Belle in Colour,movie,"""Documentary""",2019,tt12038420,6.5,18,"""GB"""
Men in Black II,movie,"""Action, Adventure, Comedy""",2002,tt0120912,6.2,411717,"""AT, AU, BZ, CH, CY, DE, GY, IN, LI, NI, TR"""
Men Who Save the World,movie,"""Comedy, Drama""",2014,tt3797880,6.7,219,"""MY"""
Mentada de padre,movie,"""Comedy""",2019,tt6507682,5.7,426,"""CU"""
Merchant of Death,movie,"""Action, Drama""",1997,tt0119661,4.1,311,"""US"""
Mere Yaar Ki Shaadi Hai,movie,"""Comedy, Drama, Romance""",2002,tt0322653,5.5,2550,"""AE, AG, AO, AR, AU, BB, BF, BH, BM, BO, BR, BS, BZ, CA, CD, CI, CL, CM, CO, CR, CU, DO, DZ, EC, EG, GB, GF, GG, GH, GI, GT, GY, HK, HN, ID, IL, IN, IQ, JM, JO, KE, KR, KW, LB, LC, LY, MA, MG, ML, MW, MX, MY, MZ, NE, NG, NI, NZ, OM, PA, PE, PF, PG, PH, PK, PS, PY, QA, SA, SG, SN, SV, TC, TD, TH, TN, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"""
Meridian,movie,"""Drama, Fantasy, Horror""",1990,tt0100139,5,1866,"""CA, GB, GG, IE"""
Merlin,tv,"""Action, Adventure, Drama""",1998,tt0130414,7.1,22858,"""US"""
Mermaids,movie,"""Documentary""",2017,tt6089682,6.7,45,"""CA, GB, GG, US"""
Merry & Gay,movie,"""Romance""",2022,tt18236492,5.4,215,"""GB, GG, US"""
Messi,movie,"""Sport""",2017,tt9844004,6.8,21,"""GB"""
Metal Evolution,tv,"""Documentary, Music""",2011,tt1978940,8.5,2711,"""AR, BO, BZ, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, UY, VE"""
Meteor Moon,movie,"""Action, Sci-Fi""",2020,tt13179918,2.3,736,"""AT, BE, CA, CH, DE, FR, GF, JP, MC, NL, PF, US"""
Metropolis,movie,"""Adventure, Animation, Drama""",2001,tt0293416,7.2,23028,"""JP"""
Mexico vs. Estados Unidos,movie,"""Comedy""",1984,tt0352579,8.6,8,"""AR, BO, BZ, CL, CO, CR, DO, EC, GT, HN, NI, PA, PE, PY, SV, UY, VE"""
Mexico: The Royal Tour,movie,"""Documentary""",2011,tt2034738,7.2,24,"""CA, US"""
Mi fantasma y yo,movie,"""Comedy, Drama, Fantasy""",1988,tt0244657,6.8,26,"""AR, BO, BZ, CL, CO, CR, DO, EC, GT, HN, NI, PA, PE, PY, SV, UY, VE"""
Mi hijo Arturo,movie,"""Mystery""",2001,tt0347535,5.2,6,"""AR, BO, BZ, CL, CO, CR, DO, EC, GT, HN, NI, PA, PE, PY, SV, UY, VE"""
Mi padrino es el diablo,movie,"""Action""",2015,tt12170324,7.9,25,"""AR, BO, BZ, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, UY, VE"""
Mi rifaccio il trullo,movie,"""Comedy""",2016,tt5365088,5.4,59,"""GB, GG, IE, IT, SM, VA"""
Miami,movie,"""Crime, Drama""",2017,tt5822148,5.5,691,"""AO, AR, BE, BF, BO, BZ, CD, CH, CI, CL, CO, CR, DO, EC, GB, GF, GG, GT, HN, IE, MC, MG, ML, MZ, NE, NI, NZ, PA, PE, PF, PT, PY, SM, SN, SV, US, UY, VA, VE"""
Miami Vice,movie,"""Action, Crime, Drama""",2006,tt0430357,6.1,125886,"""CI, GH, JP, KE, MZ, NE, NG, PL, UG, ZA, ZM"""
Michael Ian Black: Very Famous,movie,"""Comedy""",2011,tt1969091,6.4,93,"""AG, BB, BS, BZ, CM, GH, GY, IS, JM, KE, MW, NG, NZ, TT, UG, ZA"""
Michael Loftus: You've Changed,movie,"""Comedy""",2009,tt1651326,7.3,19,"""AG, AU, BB, BM, BS, BZ, CA, CM, GB, GG, GH, GI, GY, JM, KE, LC, MW, NG, PG, TC, TT, UG, US, ZA"""
Michael Madana Kama Rajan,movie,"""Comedy""",1990,tt0140377,8.5,5236,"""BM, BZ, DK, FI, GI, IN, IS, LC, NO, NZ, PG, PH, SE, TC"""
Michelle Obama: Life After the White House,movie,"""Biography, Documentary""",2020,tt11922420,4.6,232,"""GB, GG, IE, US"""
Mickey the Great,movie,"""Comedy""",1945,tt0412998,5.6,44,"""US"""
"Microbiote, les fabuleux pouvoirs du ventre",movie,"""Documentary""",2019,tt11146130,7.8,71,"""AT, BE, BF, CD, CH, CI, DE, FR, GF, LI, MC, MG, ML, NE, PF, SN"""
Micropolis,movie,"""Animation, Comedy""",2011,tt3435632,5.2,20,"""GB, GG, IE"""
Midas Man,movie,"""Biography, Drama, Music""",2024,tt12627606,6.4,825,"""GB, GG, GI, IE, MT"""
Mid-Century Loves,movie,"""Drama, Romance""",1954,tt0046711,5.7,186,"""AR, BE, BO, CH, CL, CO, CR, DK, DO, EC, ES, FI, FR, GF, GT, HN, IS, MX, NO, PA, PE, PF, PY, SE, SV, UY, VE"""
Middle Men,movie,"""Comedy, Crime, Drama""",2009,tt1251757,6.8,38542,"""BE, BF, CD, CH, GF, MC, MG, ML, NE, PF, SN, US"""
Middle School: The Worst Years of My Life,movie,"""Comedy, Family""",2016,tt4981636,6.1,10201,"""AU, NZ"""
Midnight Stallion,movie,"""Action, Drama, Family""",2013,tt2257816,5.3,455,"""AR, AU, BE, BF, BO, BZ, CD, CH, CI, CL, CO, CR, DO, EC, FR, GF, GT, HN, IT, MC, MG, ML, MX, NE, NI, NZ, PA, PE, PF, PY, SN, SV, US, UY, VE"""
Mikaiketsu no Onna,tv,"""Crime, Mystery""",2018,tt8341196,6.5,47,"""JP"""
Mike Birbiglia: What I Should Have Said Was Nothing,movie,"""Comedy""",2008,tt1188112,7.6,1955,"""AG, AU, BB, BS, BZ, CA, CM, GH, GY, IS, JM, KE, MW, NG, TT, UG, US, ZA"""
Mike Says Goodbye!,movie,"""Family""",2012,tt2403851,6.7,384,"""BM, BZ, CM, GH, GI, GY, KE, LC, MW, NG, NZ, PG, PH, TC, UG, ZA"""
Miles to Go,movie,"""Drama""",2012,tt2370268,7.9,95,"""IS, US"""
Mille milliards de dollars,movie,"""Crime, Drama, Thriller""",1982,tt0082749,7,1023,"""AT, CH, DE"""
Millennial Mafia,tv,"""Comedy""",2018,tt10293708,7.8,33,"""US"""
Min søsters børn og guldgraverne,movie,"""Adventure, Family""",2015,tt3703866,4.6,230,"""BE, CH, FR, GF, IT, PF, SM, VA"""
Mindless Behavior: All Around the World,movie,"""Documentary""",2013,tt2621126,5.9,398,"""BM, BS, US"""
Miniforce,tv,"""Action, Adventure, Animation""",2014,tt9198020,5.2,97,"""BM, GB, GG, IE, LC, TC, US"""
